,Company,Rating,Position,Experience,Salary,Location,Skills,Link
112,Sharadha Terry Products Private Limited,3.5,Data Analyst – Professor from the Best Engineering college in India,Sharadha Terry Products Private Limited,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Professor ActivitiesData Analysis,https://www.naukri.com/job-listings-data-analyst-professor-from-the-best-engineering-college-in-india-sharadha-terry-products-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-10-to-20-years-020721008570?src=jobsearchDesk&sid=16254106715062113&xp=13&px=7
113,Winfort Services Pvt ltd ,Nan,Urgent Opening For Aws Data Engineer / Developer position For an MNC,Winfort Services Pvt ltd ,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",Data SciencepythonData EngineeranalyticalSageMaker CodingGlueMachine LearningAWS S3,https://www.naukri.com/job-listings-urgent-opening-for-aws-data-engineer-developer-position-for-an-mnc-winfort-services-pvt-ltd-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-4-to-9-years-240521601908?src=jobsearchDesk&sid=16254106715062113&xp=14&px=7
114,"PerkinElmer, Inc.",Nan,Data Analyst - Intern,"PerkinElmer, Inc.",Not disclosed,Hyderabad,SAPInternBusiness analyticsData AnalystInventoryLotus Notes,https://www.naukri.com/job-listings-data-analyst-intern-perkinelmer-inc-hyderabad-secunderabad-0-to-1-years-011020500584?src=jobsearchDesk&sid=16254106715062113&xp=15&px=7
115,Allegis Services India Pvt. Ltd.,3.7,Big Data (Data Analysis) Developer,Allegis Services India Pvt. Ltd.,Not disclosed,Hyderabad/Secunderabad,hiveApplication designData analysisAgile scrumXMLoozietest driven developmentbig data,https://www.naukri.com/job-listings-big-data-data-analysis-developer-allegis-services-india-pvt-ltd-hyderabad-secunderabad-5-to-10-years-160621908979?src=jobsearchDesk&sid=16254106715062113&xp=16&px=7
116,Allegis Services India Pvt. Ltd.,3.7,Big Data (Data Analysis) Developer,Allegis Services India Pvt. Ltd.,Not disclosed,Hyderabad/Secunderabad,hiveData analysisStaffingIT supportnetwork servicessqoopbig dataData warehousing,https://www.naukri.com/job-listings-big-data-data-analysis-developer-allegis-services-india-pvt-ltd-hyderabad-secunderabad-5-to-7-years-160621908937?src=jobsearchDesk&sid=16254106715062113&xp=17&px=7
117,Tata Consultancy Services Ltd.,4.0,Tcs Hiring! Hyper Automation Architect,Tata Consultancy Services Ltd.,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",communicationArtificial IntelligenceMLBusiness Process AnalysisData Science AutomationMachine Learningdata visualizationanalytical,https://www.naukri.com/job-listings-tcs-hiring-hyper-automation-architect-tata-consultancy-services-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-10-to-20-years-280621014565?src=jobsearchDesk&sid=16254106715062113&xp=18&px=7
118,Magneq software,Nan,"We are providing Training on Java, Testing, Python, AWS",Magneq software,Not disclosed,Hyderabad/Secunderabad(Begumpet),PythonData scienceIT SkillsJavaTestingProviding TrainingTechnical SkillsAWS,https://www.naukri.com/job-listings-we-are-providing-training-on-java-testing-python-aws-magneq-software-hyderabad-secunderabad-0-to-0-years-030721001027?src=jobsearchDesk&sid=16254106715062113&xp=19&px=7
119,ManpowerGroup Services India Private Limited ,Nan,Data Architect Designer,ManpowerGroup Services India Private Limited ,"5,00,000 - 12,00,000 PA.",Hyderabad/Secunderabad,Data Architect DesignerData ScienceBusiness Intelligence ReportingData MigrationQlik SenseData VisualizationData ArchitectureData Modeling,https://www.naukri.com/job-listings-data-architect-designer-manpowergroup-services-india-private-limited-hyderabad-secunderabad-5-to-10-years-190621003186?src=jobsearchDesk&sid=16254106715062113&xp=20&px=7
120,Tide Software,Nan,Lead Data Scientist,Tide Software,Not disclosed,Hyderabad/Secunderabad,IT SkillsData ScienceDevOpsProject ManagementBig DataAWSBPOBackend,https://www.naukri.com/job-listings-lead-data-scientist-tide-software-hyderabad-secunderabad-1-to-6-years-231220501535?src=jobsearchDesk&sid=16254107023387870&xp=1&px=8
121,Acquisition Analytics Pvt. Ltd.,Nan,Big Data Infrastructure and Technology Consultant - Hadoop,Acquisition Analytics Pvt. Ltd.,Not disclosed,"Hyderabad, Pune",SASRDBMSEnterprise applicationsTechnicalOracleApacheTeradataUnix shell scripting,https://www.naukri.com/job-listings-big-data-infrastructure-and-technology-consultant-hadoop-acquisition-analytics-pvt-ltd-hyderabad-secunderabad-pune-2-to-4-years-231220500988?src=jobsearchDesk&sid=16254107023387870&xp=2&px=8
122,PRIMUS Global Technologies Private Limited  ,Nan,Mindtree Hiring-Data ScienceWith Python _Bangalore,PRIMUS Global Technologies Private Limited  ,"12,00,000 - 22,00,000 PA.","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Data ScienceRXgboostNeural NetworksSQL DatabaseUnsupervised LearningDecision TreesMachine Learning,https://www.naukri.com/job-listings-mindtree-hiring-data-sciencewith-python-bangalore-primus-global-technologies-private-limited-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-230621600446?src=jobsearchDesk&sid=16254107023387870&xp=3&px=8
123,ServiceNow,4.3,Data Informatics Analyst,ServiceNow,Not disclosed,Hyderabad/Secunderabad,SQL Serverdata analysiscommunicationSAP HANASQL codingOracleSAP BITableau,https://www.naukri.com/job-listings-data-informatics-analyst-servicenow-hyderabad-secunderabad-8-to-13-years-230621500529?src=jobsearchDesk&sid=16254107023387870&xp=4&px=8
124,Reputation,Nan,Data Scientist,Reputation,Not disclosed,Hyderabad/Secunderabad,Venture capitalHealthcareExecutive managementProperty managementStrategic alliancesCustomer experiencemicrosoftbig data,https://www.naukri.com/job-listings-data-scientist-reputation-hyderabad-secunderabad-2-to-6-years-230621500202?src=jobsearchDesk&sid=16254107023387870&xp=5&px=8
125,Hitachi Vantara India Pvt. Ltd,3.5,Career opportunity with Hitachi Vantara - Data Engineer - Hyderabad,Hitachi Vantara India Pvt. Ltd,Not disclosed,Hyderabad/Secunderabad,IT SkillsPythonData ScienceMachine LearningCloudDevOpsOracleXML,https://www.naukri.com/job-listings-career-opportunity-with-hitachi-vantara-data-engineer-hyderabad-hitachi-vantara-india-pvt-ltd-hyderabad-secunderabad-4-to-8-years-230621008270?src=jobsearchDesk&sid=16254107023387870&xp=6&px=8
126,ALLIANZ SERVICES PRIVATE LIMITED,3.5,Senior Data Engineer,ALLIANZ SERVICES PRIVATE LIMITED,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",PythonData EngineeringDockerKafkaCI/CD pipelineKubernetes,https://www.naukri.com/job-listings-senior-data-engineer-allianz-services-private-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-trivandrum-thiruvananthapuram-7-to-12-years-230621005912?src=jobsearchDesk&sid=16254107023387870&xp=7&px=8
127,BIZGAZE LIMITED,4.3,Data Scientist,BIZGAZE LIMITED,Not disclosed,Hyderabad/Secunderabad,NLPArtificial IntelligenceMachine LearningRdatabasesAlteryxText MiningMachine Learning Frameworks,https://www.naukri.com/job-listings-data-scientist-bizgaze-limited-hyderabad-secunderabad-2-to-5-years-230621005477?src=jobsearchDesk&sid=16254107023387870&xp=8&px=8
128,AddRec Solutions Pvt.Ltd. ,Nan,Hiring For Data Engineer on urgent basis,AddRec Solutions Pvt.Ltd. ,"16,00,000 - 31,00,000 PA.","Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",JavaBig Data AnalyticsSqoopClouderaHadoopSQL DatabaseTableauHdfs,https://www.naukri.com/job-listings-hiring-for-data-engineer-on-urgent-basis-addrec-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-8-to-13-years-230621005039?src=jobsearchDesk&sid=16254107023387870&xp=9&px=8
129,ViaSat India Private Limited,4.9,Data Engineer | Viasat (US based satellite Internet product company),ViaSat India Private Limited,"6,00,000 - 16,00,000 PA.","Hyderabad/Secunderabad, Chennai",Python or java or scala and etl and spark and data warehouses,https://www.naukri.com/job-listings-data-engineer-viasat-us-based-satellite-internet-product-company-viasat-india-private-limited-hyderabad-secunderabad-chennai-4-to-7-years-230621004271?src=jobsearchDesk&sid=16254107023387870&xp=10&px=8
130,SK VedaInfo Universal Technologies Pvt. Ltd.   ,Nan,Hiring Java Programmers and data scientists,SK VedaInfo Universal Technologies Pvt. Ltd.   ,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",AngularSpringbootJenkinsPythonWatsonSnowflakeJavaNo SQL,https://www.naukri.com/job-listings-hiring-java-programmers-and-data-scientists-sk-vedainfo-universal-technologies-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-2-to-4-years-230521601059?src=jobsearchDesk&sid=16254107023387870&xp=11&px=8
131,Talent21 Management Shared Services Private Limited,2.7,Senior Data Warehouse Engineer,Talent21 Management Shared Services Private Limited,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Computer scienceData managementData modelingBusiness analysisDisaster recoverySchedulingBusiness intelligenceData warehousing,https://www.naukri.com/job-listings-senior-data-warehouse-engineer-talent21-management-shared-services-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-5-to-10-years-230421500766?src=jobsearchDesk&sid=16254107023387870&xp=12&px=8
132,Tide Software,Nan,Data Scientist,Tide Software,Not disclosed,Hyderabad/Secunderabad,IT SkillsPythonData ScienceMachine LearningBusiness servicesComputer scienceGITAnalytical,https://www.naukri.com/job-listings-data-scientist-tide-software-hyderabad-secunderabad-0-to-5-years-230421500444?src=jobsearchDesk&sid=16254107023387870&xp=13&px=8
133,Amazon Development Centre (India) Pvt. Ltd.,4.2,Senior Big Data Architect,Amazon Development Centre (India) Pvt. Ltd.,Not disclosed,"Hyderabad/Secunderabad, Pune, Delhi / NCR, Bangalore/Bengaluru, Mumbai (All Areas)",HadoopBig DataSparkIT SkillsJavaPythonMachine LearningCloud,https://www.naukri.com/job-listings-senior-big-data-architect-amazon-development-centre-india-pvt-ltd-hyderabad-secunderabad-pune-delhi-ncr-bangalore-bengaluru-mumbai-all-areas-15-to-21-years-230421004048?src=jobsearchDesk&sid=16254107023387870&xp=14&px=8
134,BizViz Technologies Pvt. Ltd.,2.7,BDB Big Data Engineer,BizViz Technologies Pvt. Ltd.,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",IT SkillsPythonData ScienceCloudMS SQLJavascriptBig Dataalgorithms,https://www.naukri.com/job-listings-bdb-big-data-engineer-bizviz-technologies-pvt-ltd-bengaluru-bangalore-hyderabad-secunderabad-5-to-10-years-230119503586?src=jobsearchDesk&sid=16254107023387870&xp=15&px=8
135,Career Choice Solution,Nan,Data Manager,Career Choice Solution,Not disclosed,"Mumbai, Hyderabad, Pune, Bengaluru",Medidata rave,https://www.naukri.com/job-listings-data-manager-career-choice-solution-mumbai-hyderabad-secunderabad-pune-bengaluru-bangalore-4-to-8-years-221220501510?src=jobsearchDesk&sid=16254107023387870&xp=16&px=8
136,syniti,4.3,Sr . SAP Data Migration Consultant,syniti,Not disclosed,Hyderabad,IT SkillsMS SQLSAPComputer scienceData analysisData migrationBusiness analysisSAP implementation,https://www.naukri.com/job-listings-sr-sap-data-migration-consultant-syniti-hyderabad-secunderabad-7-to-12-years-221220500588?src=jobsearchDesk&sid=16254107023387870&xp=17&px=8
137,Gladwin Analytics,4.0,Lead Data Scientist and Cognitive Software Engineer,Gladwin Analytics,Not disclosed,"Hyderabad, Bengaluru",Computer scienceC++PrototypeLinuxMySQLMachine learningOracleAnalytics,https://www.naukri.com/job-listings-lead-data-scientist-and-cognitive-software-engineer-gladwin-analytics-hyderabad-secunderabad-bengaluru-bangalore-5-to-10-years-221118500071?src=jobsearchDesk&sid=16254107023387870&xp=18&px=8
138,Savantys Solutions,Nan,Data Engineer - Big Data/Hadoop,Savantys Solutions,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",SparkBig DataScalaImpalaPower BIData AnalysisNiFiJava,https://www.naukri.com/job-listings-data-engineer-big-data-hadoop-savantys-solutions-hyderabad-secunderabad-bangalore-bengaluru-10-to-12-years-220621906980?src=jobsearchDesk&sid=16254107023387870&xp=19&px=8
139,Savantys Solutions,Nan,Data Engineer - Big Data/Hadoop,Savantys Solutions,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",SparkHBaseEMRJavaScalaKafkaBig dataNiFi,https://www.naukri.com/job-listings-data-engineer-big-data-hadoop-savantys-solutions-hyderabad-secunderabad-bangalore-bengaluru-4-to-9-years-220621906979?src=jobsearchDesk&sid=16254107023387870&xp=20&px=8
140,Varite,3.4,Content Data Analyst,Varite,Not disclosed,Hyderabad,IT SkillsTestingQuality AssuranceManager Quality AssuranceManual testingData AnalystData qualityAsset management,https://www.naukri.com/job-listings-content-data-analyst-varite-hyderabad-secunderabad-0-to-4-years-180121500021?src=jobsearchDesk&sid=1625410736338470&xp=1&px=9
141,Mind Circus Innovation,Nan,Excel VBA Jobs Hyderabad | VBA data analyst Jobs,Mind Circus Innovation,"90,000 - 1,75,000 PA.","Madurai, Warangal, Hyderabad/Secunderabad",ExcelVBAData Analysiswork from homeWordMISVLOOKUPAdvanced Excel,https://www.naukri.com/job-listings-excel-vba-jobs-hyderabad-vba-data-analyst-jobs-mind-circus-innovation-madurai-warangal-hyderabad-secunderabad-0-to-1-years-140621006512?src=jobsearchDesk&sid=1625410736338470&xp=2&px=9
142,"PerkinElmer, Inc.",Nan,Data Analyst-Internship,"PerkinElmer, Inc.",Not disclosed,Hyderabad,SAPBusiness analyticsData AnalystInternshipInventoryLotus Notes,https://www.naukri.com/job-listings-data-analyst-internship-perkinelmer-inc-hyderabad-secunderabad-0-to-0-years-041219501204?src=jobsearchDesk&sid=1625410736338470&xp=3&px=9
143,AUREUSTECH SYSTEMS PRIVATE LIMITED ,Nan,Senior/Lead Data Scientist,AUREUSTECH SYSTEMS PRIVATE LIMITED ,"30,00,000 - 40,00,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",IT SkillsPythonTableauNLPAlgorithmsData AnalysisData MiningData Visualization,https://www.naukri.com/job-listings-senior-lead-data-scientist-aureustech-systems-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-9-to-14-years-230621004832?src=jobsearchDesk&sid=1625410736338470&xp=4&px=9
144,MetLife,4.3,GARC Senior Analyst Business Analytics,MetLife,Not disclosed,Hyderabad/Secunderabad,Data analysisdata scienceCodingBusiness analyticsConsultingSchemaAsset managementQlikView,https://www.naukri.com/job-listings-garc-senior-analyst-business-analytics-metlife-hyderabad-secunderabad-5-to-10-years-170621500917?src=jobsearchDesk&sid=1625410736338470&xp=5&px=9
145,IVY SOFTWARE DEVELOPMENT SERVICES PVT LTD,5.0,Business Data Analyst/Sr. Business Data Analyst,IVY SOFTWARE DEVELOPMENT SERVICES PVT LTD,Not disclosed,Hyderabad/Secunderabad,Adobe AnalyticsPower BIGoogle Big queryanalyticaldata visualisationGASQLPython,https://www.naukri.com/job-listings-business-data-analyst-sr-business-data-analyst-ivy-software-development-services-pvt-ltd-hyderabad-secunderabad-3-to-8-years-180621005024?src=jobsearchDesk&sid=1625410736338470&xp=6&px=9
146,VNS Finance  Capital Services. Ltd.,Nan,Data Analyst- Manager/ Sr Manager,VNS Finance  Capital Services. Ltd.,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR",Google AnalyticsMarketing AnalyticsReturn On InvestmentSales Analytics,https://www.naukri.com/job-listings-data-analyst-manager-sr-manager-vns-finance-capital-services-ltd-kolkata-mumbai-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-3-to-5-years-180521004579?src=jobsearchDesk&sid=1625410736338470&xp=7&px=9
147,Synchrony International Services Private Limited,4.5,Data Quality Developer - Analyst (L 08),Synchrony International Services Private Limited,Not disclosed,Hyderabad/Secunderabad,Computer scienceData managementAgileData qualityVisioInformation technologyAnalyticsMonitoring,https://www.naukri.com/job-listings-data-quality-developer-analyst-l-08-synchrony-international-services-private-limited-hyderabad-secunderabad-1-to-4-years-280621501536?src=jobsearchDesk&sid=1625410736338470&xp=8&px=9
148,DUN & BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,3.8,Senior Data Analyst,DUN & BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,Not disclosed,Hyderabad,Data analysismetadataCloudData structuresDNBData AnalystManagementData architecture,https://www.naukri.com/job-listings-senior-data-analyst-dun-bradstreet-information-services-india-private-limited-hyderabad-secunderabad-2-to-4-years-241120500683?src=jobsearchDesk&sid=1625410736338470&xp=9&px=9
149,Eli Research India Private limited,3.3,Senior Data Analyst,Eli Research India Private limited,Not disclosed,"Hyderabad/Secunderabad, Faridabad",MS SQLData AnalysisdatasetsData AnalyticsForecastingExcel VBA,https://www.naukri.com/job-listings-senior-data-analyst-eli-research-india-private-limited-hyderabad-secunderabad-faridabad-3-to-5-years-040221007957?src=jobsearchDesk&sid=1625410736338470&xp=10&px=9
150,Eli Research India Private limited,3.3,Senior Data Processing Analyst (Quantitative Surveys),Eli Research India Private limited,Not disclosed,"Hyderabad/Secunderabad, Faridabad",power pivotdecipherautomated dataData CleansingHTMLSNAPMacrosMS SQL,https://www.naukri.com/job-listings-senior-data-processing-analyst-quantitative-surveys-eli-research-india-private-limited-hyderabad-secunderabad-faridabad-5-to-7-years-040221007015?src=jobsearchDesk&sid=1625410736338470&xp=11&px=9
151,Capital Placement Services,Nan,Data Analyst,Capital Placement Services,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",Computer scienceData analysisPublishingExcelAnalyticalBusiness intelligenceDatabase Administratordigital transformation,https://www.naukri.com/job-listings-data-analyst-capital-placement-services-mumbai-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-1-to-6-years-210621500028?src=jobsearchDesk&sid=1625410736338470&xp=12&px=9
152,EA Games,4.1,Data Analyst ( On Contract ),EA Games,Not disclosed,Hyderabad,IT SkillsPythonQuality AssuranceJavascriptTableauPower BIAnalytical skillsManager Quality Assurance,https://www.naukri.com/job-listings-data-analyst-on-contract-electronic-arts-hyderabad-secunderabad-2-to-3-years-210920500361?src=jobsearchDesk&sid=1625410736338470&xp=13&px=9
153,AugmatrixGo,Nan,Data Analyst - Big Data/Data Modeling,AugmatrixGo,Not disclosed,"Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram",Big Datadata structurespresentationSQLAgile ScrumData modelingcommunicationData Analysis,https://www.naukri.com/job-listings-data-analyst-big-data-data-modeling-augmatrixgo-hyderabad-secunderabad-pune-gurgaon-gurugram-4-to-9-years-190121901620?src=jobsearchDesk&sid=1625410736338470&xp=14&px=9
154,ValueLabs LLP,3.5,Immediate opening For Datascientist Dash apps position,ValueLabs LLP,Not disclosed,Hyderabad/Secunderabad,Data ScienceDashMachine LearningDeep LearningPython,https://www.naukri.com/job-listings-immediate-opening-for-datascientist-dash-apps-position-valuelabs-llp-hyderabad-secunderabad-3-to-8-years-020721006802?src=jobsearchDesk&sid=1625410736338470&xp=15&px=9
155,Spiceworks,Nan,Associate Data Analyst-Product and Engineering,Spiceworks,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru",BigQueryGoogle AnalyticsTableauSQLverbalwritten communicationIT SkillsProduct engineering,https://www.naukri.com/job-listings-associate-data-analyst-product-and-engineering-spiceworks-mumbai-hyderabad-secunderabad-bangalore-bengaluru-1-to-4-years-160421501503?src=jobsearchDesk&sid=1625410736338470&xp=16&px=9
156,Prodapt Solutions Private Limited,3.5,Data Analyst - Lead Engineer/Tech Lead,Prodapt Solutions Private Limited,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Matplotlibdata visualizationJSONcause analysisSQLPandasSparkPython,https://www.naukri.com/job-listings-data-analyst-lead-engineer-tech-lead-prodapt-solutions-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-6-to-11-years-060521607682?src=jobsearchDesk&sid=1625410736338470&xp=17&px=9
157,Launch IT Consulting India Pvt. Ltd ,4.7,Senior Data Analyst,Launch IT Consulting India Pvt. Ltd ,Not disclosed,Hyderabad/Secunderabad,IT SkillsPower BIVBADaxAdvanced Excelpower pivotSQL,https://www.naukri.com/job-listings-senior-data-analyst-launch-it-consulting-india-pvt-ltd-hyderabad-secunderabad-5-to-10-years-250621001876?src=jobsearchDesk&sid=1625410736338470&xp=18&px=9
158,Launch IT Consulting India Pvt. Ltd ,4.7,Sr. Technical Data Analyst(Multiple Openings),Launch IT Consulting India Pvt. Ltd ,Not disclosed,Hyderabad/Secunderabad,IT SkillsPower BIData Analysis,https://www.naukri.com/job-listings-sr-technical-data-analyst-multiple-openings-launch-it-consulting-india-pvt-ltd-hyderabad-secunderabad-8-to-13-years-030521000216?src=jobsearchDesk&sid=1625410736338470&xp=19&px=9
159,Accenture Solutions Pvt Ltd,4.0,Teradata BI Application Developer,Accenture Solutions Pvt Ltd,Not disclosed,Hyderabad/Secunderabad,IT SkillsPythonData ScienceCloudAWSBusiness processConsultingHealthcare,https://www.naukri.com/job-listings-teradata-bi-application-developer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-8-to-10-years-280621907472?src=jobsearchDesk&sid=1625410736338470&xp=20&px=9
160,Accenture Solutions Pvt Ltd,4.0,Appian Process Automation Application Developer,Accenture Solutions Pvt Ltd,Not disclosed,Hyderabad/Secunderabad,IT SkillsData ScienceProcess automationAnalytical skillsInterpersonal skillsConsultingManager TechnologyBusiness process management,https://www.naukri.com/job-listings-appian-process-automation-application-developer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-12-to-15-years-010721901153?src=jobsearchDesk&sid=16254107707332642&xp=1&px=10
161,Sutherland Global Services Inc,Nan,Professional - Data Scientist / Analytics,Sutherland Global Services Inc,Not disclosed,Hyderabad/Secunderabad,IT SkillsPythonTestingMachine LearningTableauPower BIStatistical programmingData analysis,https://www.naukri.com/job-listings-professional-data-scientist-analytics-sutherland-global-services-inc-hyderabad-secunderabad-3-to-6-years-120521500703?src=jobsearchDesk&sid=16254107707332642&xp=2&px=10
162,Optum Global Solutions (India) Private Limited,4.1,Senior Data Engineering Analyst,Optum Global Solutions (India) Private Limited,Not disclosed,Hyderabad/Secunderabad, PIGData Engineering Hadoop Applications  HbaseData Engineering AnalystMule architectureSQL  Hive,https://www.naukri.com/job-listings-senior-data-engineering-analyst-optum-global-solutions-india-private-limited-hyderabad-secunderabad-6-to-8-years-140621906976?src=jobsearchDesk&sid=16254107707332642&xp=3&px=10
163,EnergyTech Global,Nan,Senior Software Analyst (Data Engineer),EnergyTech Global,Not disclosed,Hyderabad/Secunderabad,IT SkillsPythonSoftware DevelopmentAWSPostgresqlSoftware AnalystDesktop supportSQL,https://www.naukri.com/job-listings-senior-software-analyst-data-engineer-energytech-global-hyderabad-secunderabad-3-to-7-years-110621500792?src=jobsearchDesk&sid=16254107707332642&xp=4&px=10
164,Sigma Allied Services private Limited,3.7,Data Analyst,Sigma Allied Services private Limited,"15,00,000 - 20,00,000 PA.","Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",Helthcare domainData ValidationSASStatisticsEHRSQLProviderR,https://www.naukri.com/job-listings-data-analyst-sigma-allied-services-private-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-5-to-10-years-020621002115?src=jobsearchDesk&sid=16254107707332642&xp=5&px=10
165,OTIS,4.1,Data Analyst,OTIS,Not disclosed,"Hyderabad/Secunderabad, Ahmedabad, Bangalore/Bengaluru",BPOprocess improvementtroubleshootingData conversionSASMS AccessXMLWorkflow,https://www.naukri.com/job-listings-data-analyst-otis-hyderabad-secunderabad-ahmedabad-bangalore-bengaluru-3-to-5-years-280521501475?src=jobsearchDesk&sid=16254107707332642&xp=6&px=10
166,inVentiv International Pharma Services Pvt. Ltd.,4.2,Principal BT Data Analyst - Python,inVentiv International Pharma Services Pvt. Ltd.,Not disclosed,"Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",Unix ScriptingPythonSQLSalesforce,https://www.naukri.com/job-listings-principal-bt-data-analyst-python-inventiv-international-pharma-services-pvt-ltd-hyderabad-secunderabad-pune-gurgaon-gurugram-bangalore-bengaluru-8-to-12-years-140621006174?src=jobsearchDesk&sid=16254107707332642&xp=7&px=10
167,SRS Infoway,4.3,Data Analyst-Contract To Hire position,SRS Infoway,"5,00,000 - 10,00,000 PA.","Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data Analysis,https://www.naukri.com/job-listings-data-analyst-contract-to-hire-position-srs-infoway-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-10-years-120521600477?src=jobsearchDesk&sid=16254107707332642&xp=8&px=10
168,CTG INFOTECH LLP,Nan,Data Analyst/Information Analyst,CTG INFOTECH LLP,"2,50,000 - 7,50,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",ETLToolsData Analytics,https://www.naukri.com/job-listings-data-analyst-information-analyst-ctg-infotech-llp-hyderabad-secunderabad-chennai-bangalore-bengaluru-7-to-9-years-110621004979?src=jobsearchDesk&sid=16254107707332642&xp=9&px=10
169,Invesco (India) Pvt Ltd,Nan,Principal Data Analyst - Comp Surve,Invesco (India) Pvt Ltd,Not disclosed,Hyderabad/Secunderabad,Database MaintenanceData AnalysisEquityData ExtractionData CollectionData GovernanceFixed Income,https://www.naukri.com/job-listings-principal-data-analyst-comp-surve-invesco-india-pvt-ltd-hyderabad-secunderabad-5-to-8-years-020721902361?src=jobsearchDesk&sid=16254107707332642&xp=10&px=10
170,IHS Markit,4.0,Data Transformation Analyst I,IHS Markit,Not disclosed,Hyderabad/Secunderabad,Financial statementsExcelFinancial reportingProject managementAnalyticalCapital marketFinancial modellingAnalytics,https://www.naukri.com/job-listings-data-transformation-analyst-i-ihs-markit-hyderabad-secunderabad-3-to-6-years-020721500364?src=jobsearchDesk&sid=16254107707332642&xp=11&px=10
171,Sapwood Ventures Pvt. Ltd.,Nan,Sr Analyst - Global Marketing and Technology,Sapwood Ventures Pvt. Ltd.,"8,00,000 - 11,00,000 PA.",Hyderabad/Secunderabad,Quantitative AnalysisGlobal MarketingRData Science PrinciplesTableauMachine LearningSQLPython,https://www.naukri.com/job-listings-sr-analyst-global-marketing-and-technology-sapwood-ventures-pvt-ltd-hyderabad-secunderabad-2-to-5-years-230621001400?src=jobsearchDesk&sid=16254107707332642&xp=12&px=10
172,TTEC,4.2,"TTEC - Senior Analyst, Data Informatics",TTEC,Not disclosed,Hyderabad,Data analysisFrenchExcelBusiness EconomicsSAS ProgrammingCustomer experienceOracleInformation technology,https://www.naukri.com/job-listings-ttec-senior-analyst-data-informatics-ttec-hyderabad-secunderabad-4-to-6-years-091019500143?src=jobsearchDesk&sid=16254107707332642&xp=13&px=10
173,TTEC,4.2,"TTEC - Senior Analyst, Data Informatics",TTEC,Not disclosed,Hyderabad/Secunderabad,SANAnalystData analysisFrenchBusiness AnalystSMSbash scriptingSQL,https://www.naukri.com/job-listings-ttec-senior-analyst-data-informatics-ttec-hyderabad-secunderabad-3-to-8-years-220820500725?src=jobsearchDesk&sid=16254107707332642&xp=14&px=10
